College,StudentID,Session,Engagement,Performance,Cognitive_Load,AI_Assistance_Level
College 5,College5_007,7,0.712,69.08,30.69,0.498
College 5,College5_007,8,0.787,79.35,28.29,0.498
College 5,College5_007,9,0.773,81.52,25.12,0.498
College 5,College5_007,10,0.774,77.74,23.32,0.498
College 5,College5_008,1,0.792,80.39,70.7,0.57
College 5,College5_008,2,0.78,80.86,56.36,0.57
College 5,College5_008,3,0.712,82.29,41.37,0.57
College 5,College5_008,4,0.639,69.74,37.75,0.57
College 5,College5_008,5,0.618,75.17,33.1,0.57
College 5,College5_008,6,0.643,74.56,26.7,0.57
College 5,College5_008,7,0.693,75.57,25.56,0.57
College 5,College5_008,8,0.754,83.17,22.07,0.57
College 5,College5_008,9,0.737,82.39,24.64,0.57
College 5,College5_008,10,0.75,75.66,25.41,0.57
College 5,College5_009,1,0.721,79.47,68.19,0.53
College 5,College5_009,2,0.705,73.99,58.14,0.53
College 5,College5_009,3,0.709,76.63,46.14,0.53
College 5,College5_009,4,0.635,77.38,38.7,0.53
College 5,College5_009,5,0.61,75.89,32.07,0.53
College 5,College5_009,6,0.589,71.73,30.29,0.53
College 5,College5_009,7,0.702,69.82,30.7,0.53
College 5,College5_009,8,0.702,88.84,26.54,0.53
College 5,College5_009,9,0.727,85.02,26.46,0.53
College 5,College5_009,10,0.663,78.02,27.53,0.53
College 5,College5_010,1,0.65,77.6,72.73,0.792
College 5,College5_010,2,0.618,79.73,59.96,0.792
College 5,College5_010,3,0.647,79.63,49.89,0.792
College 5,College5_010,4,0.606,83.51,42.12,0.792
College 5,College5_010,5,0.581,82.89,35.3,0.792
College 5,College5_010,6,0.599,75.2,29.63,0.792
College 5,College5_010,7,0.628,60.84,21.13,0.792
College 5,College5_010,8,0.637,81.52,26.46,0.792
College 5,College5_010,9,0.656,75.26,24.66,0.792
College 5,College5_010,10,0.633,73.18,24.1,0.792
College 5,College5_011,1,0.65,80.28,73.57,0.68
College 5,College5_011,2,0.618,77.74,59.49,0.68
College 5,College5_011,3,0.592,77.08,51.02,0.68
College 5,College5_011,4,0.627,71.05,36.25,0.68
College 5,College5_011,5,0.527,76.98,34.49,0.68
College 5,College5_011,6,0.567,68.44,28.45,0.68
College 5,College5_011,7,0.584,73.94,25.13,0.68
College 5,College5_011,8,0.567,72.3,28.48,0.68
College 5,College5_011,9,0.57,71.77,26.31,0.68
College 5,College5_011,10,0.586,78.55,25.19,0.68
College 5,College5_012,1,0.642,69.78,72.14,0.492
College 5,College5_012,2,0.632,73.8,64.24,0.492
College 5,College5_012,3,0.621,67.81,50.49,0.492
College 5,College5_012,4,0.631,66.71,42.01,0.492
College 5,College5_012,5,0.596,74.66,36.74,0.492
College 5,College5_012,6,0.588,75.51,32.87,0.492
College 5,College5_012,7,0.64,71.21,27.86,0.492
College 5,College5_012,8,0.628,67.08,23.71,0.492
College 5,College5_012,9,0.647,65.18,24.64,0.492
College 5,College5_012,10,0.652,81.62,24.64,0.492
College 5,College5_013,1,0.675,78.77,72.75,0.765
College 5,College5_013,2,0.647,78.96,57.34,0.765
College 5,College5_013,3,0.651,76.51,49.72,0.765
College 5,College5_013,4,0.635,74.59,40.17,0.765
College 5,College5_013,5,0.579,76.65,34.2,0.765
College 5,College5_013,6,0.586,73.11,25.99,0.765
College 5,College5_013,7,0.653,72.26,24.37,0.765
College 5,College5_013,8,0.737,86.56,26.57,0.765
College 5,College5_013,9,0.722,72.68,27.39,0.765
College 5,College5_013,10,0.683,84.44,23.88,0.765
College 5,College5_014,1,0.816,81.16,72.92,0.612
College 5,College5_014,2,0.734,80.88,55.34,0.612
College 5,College5_014,3,0.716,85.65,47.84,0.612
College 5,College5_014,4,0.681,73.61,40.51,0.612
College 5,College5_014,5,0.655,76.43,33.46,0.612
College 5,College5_014,6,0.673,70.87,29.69,0.612
College 5,College5_014,7,0.687,76.56,30.22,0.612
College 5,College5_014,8,0.702,80.2,25.94,0.612
College 5,College5_014,9,0.802,77.75,25.2,0.612
College 5,College5_014,10,0.74,78.66,26.56,0.612
College 5,College5_015,1,0.779,84.79,66.04,0.644
College 5,College5_015,2,0.864,87.31,56.77,0.644
College 5,College5_015,3,0.793,75.67,45.32,0.644
College 5,College5_015,4,0.689,77.2,37.33,0.644
College 5,College5_015,5,0.709,82.2,31.17,0.644
College 5,College5_015,6,0.655,77.68,31.44,0.644
College 5,College5_015,7,0.696,78.47,24.29,0.644
College 5,College5_015,8,0.774,82.57,27.54,0.644
College 5,College5_015,9,0.801,83.74,25.22,0.644
College 5,College5_015,10,0.781,73.72,20.52,0.644
College 5,College5_016,1,0.763,83.2,65.1,0.954
College 5,College5_016,2,0.814,81.61,54.22,0.954
College 5,College5_016,3,0.85,85.91,40.32,0.954
College 5,College5_016,4,0.744,78.13,34.17,0.954
College 5,College5_016,5,0.675,79.07,29.55,0.954
College 5,College5_016,6,0.764,91.02,28.53,0.954
College 5,College5_016,7,0.752,88.36,26.16,0.954
College 5,College5_016,8,0.825,94.82,21.68,0.954
College 5,College5_016,9,0.822,88.45,24,0.954
College 5,College5_016,10,0.852,88.46,22.05,0.954
College 5,College5_017,1,0.598,78.4,78.14,0.576
College 5,College5_017,2,0.588,76.23,58.01,0.576
College 5,College5_017,3,0.521,70.05,47.48,0.576
College 5,College5_017,4,0.452,65.52,39.63,0.576
College 5,College5_017,5,0.469,71.2,36.21,0.576
College 5,College5_017,6,0.468,66.63,29.72,0.576
College 5,College5_017,7,0.508,67.52,32.38,0.576
College 5,College5_017,8,0.539,74.56,28.43,0.576
College 5,College5_017,9,0.59,80.7,27.28,0.576
College 5,College5_017,10,0.463,62.7,21.86,0.576
College 5,College5_018,1,0.711,77.52,69.55,0.76
College 5,College5_018,2,0.763,81.31,58.17,0.76
College 5,College5_018,3,0.732,79.84,48.91,0.76
College 5,College5_018,4,0.694,74.86,37.55,0.76
College 5,College5_018,5,0.642,69.56,28.64,0.76
College 5,College5_018,6,0.683,83.25,28.15,0.76
College 5,College5_018,7,0.721,77.22,31.96,0.76
College 5,College5_018,8,0.765,80.95,24.21,0.76
College 5,College5_018,9,0.721,77.11,27.77,0.76
College 5,College5_018,10,0.743,79.99,22.19,0.76
College 5,College5_019,1,0.592,70.96,76.01,0.466
College 5,College5_019,2,0.629,70.18,59.85,0.466
College 5,College5_019,3,0.55,67.83,44.28,0.466
College 5,College5_019,4,0.559,70.9,43.04,0.466
College 5,College5_019,5,0.545,73.5,35.27,0.466
College 5,College5_019,6,0.55,69.4,31.82,0.466
College 5,College5_019,7,0.604,69.13,29.84,0.466
College 5,College5_019,8,0.654,79.86,24.6,0.466
College 5,College5_019,9,0.625,67.06,26.45,0.466
College 5,College5_019,10,0.633,70.46,24.43,0.466
College 5,College5_020,1,0.731,77.81,68.88,0.436
College 5,College5_020,2,0.768,82.3,56.3,0.436
College 5,College5_020,3,0.772,76.79,49.86,0.436
College 5,College5_020,4,0.72,81.83,38.55,0.436
College 5,College5_020,5,0.717,70.3,34.38,0.436
College 5,College5_020,6,0.703,74.34,33.62,0.436
College 5,College5_020,7,0.726,75.79,32.05,0.436
College 5,College5_020,8,0.797,80.83,27.45,0.436
College 5,College5_020,9,0.871,75.66,24.58,0.436
College 5,College5_020,10,0.758,83.89,23.1,0.436
College 5,College5_021,1,0.676,67.32,72.01,0.2
College 5,College5_021,2,0.701,71.96,63.75,0.2
College 5,College5_021,3,0.695,73.91,49.5,0.2
College 5,College5_021,4,0.657,68.68,44.74,0.2
College 5,College5_021,5,0.685,75.64,35.67,0.2
College 5,College5_021,6,0.653,70.23,30.34,0.2
College 5,College5_021,7,0.685,77.02,32.57,0.2
College 5,College5_021,8,0.691,75.12,29.59,0.2
College 5,College5_021,9,0.771,83.85,25.87,0.2
College 5,College5_021,10,0.676,70.66,28.93,0.2
College 5,College5_022,1,0.788,77.51,66.58,0.289
College 5,College5_022,2,0.749,72.36,59.31,0.289
College 5,College5_022,3,0.733,79.34,49.54,0.289
College 5,College5_022,4,0.754,81.9,42.52,0.289
College 5,College5_022,5,0.731,85.66,35.9,0.289
College 5,College5_022,6,0.734,76.99,31.71,0.289
College 5,College5_022,7,0.752,72.56,32.88,0.289
College 5,College5_022,8,0.814,78.19,30.98,0.289
College 5,College5_022,9,0.788,77.8,27.15,0.289
College 5,College5_022,10,0.781,78.6,26.64,0.289
College 5,College5_023,1,0.753,69.72,70.94,0.266
College 5,College5_023,2,0.753,78.01,52.42,0.266
College 5,College5_023,3,0.714,71.25,46.73,0.266
College 5,College5_023,4,0.686,77.89,39.81,0.266
College 5,College5_023,5,0.691,67.02,37.35,0.266
College 5,College5_023,6,0.672,76.75,35.59,0.266
College 5,College5_023,7,0.704,77.62,29.91,0.266
College 5,College5_023,8,0.71,75.08,29.67,0.266
College 5,College5_023,9,0.787,69.7,27.64,0.266
College 5,College5_023,10,0.675,66.14,25.41,0.266
College 5,College5_024,1,0.647,73.76,68.51,0.556
College 5,College5_024,2,0.752,72.03,60.38,0.556
College 5,College5_024,3,0.658,76.33,48.88,0.556
College 5,College5_024,4,0.663,80.4,41.65,0.556
College 5,College5_024,5,0.643,80,34.38,0.556
College 5,College5_024,6,0.64,81.8,27.61,0.556
College 5,College5_024,7,0.684,69.23,32.62,0.556
College 5,College5_024,8,0.749,85.77,27.34,0.556
College 5,College5_024,9,0.694,77.51,25.4,0.556
College 5,College5_024,10,0.694,83.21,23.42,0.556
College 5,College5_025,1,0.693,75.93,75.32,0.887
College 5,College5_025,2,0.668,74.27,55.67,0.887
College 5,College5_025,3,0.603,79.23,43.94,0.887
College 5,College5_025,4,0.523,76.14,39.9,0.887
College 5,College5_025,5,0.583,73.15,37.03,0.887
College 5,College5_025,6,0.59,72.41,28.74,0.887
College 5,College5_025,7,0.584,79.75,25.52,0.887
College 5,College5_025,8,0.643,74.93,26.21,0.887
College 5,College5_025,9,0.637,77.74,25.75,0.887
College 5,College5_025,10,0.629,76.88,22.97,0.887
College 5,College5_026,1,0.512,68.78,79.02,0.545
College 5,College5_026,2,0.535,65.46,66.45,0.545
College 5,College5_026,3,0.47,65.28,53.29,0.545
College 5,College5_026,4,0.438,69.02,40.95,0.545
College 5,College5_026,5,0.353,66.42,39.46,0.545
College 5,College5_026,6,0.471,64.94,35.84,0.545
College 5,College5_026,7,0.418,58.01,33.58,0.545
College 5,College5_026,8,0.515,65.51,27.38,0.545
College 5,College5_026,9,0.52,76.24,25.68,0.545
College 5,College5_026,10,0.486,64.44,23.63,0.545
College 5,College5_027,1,0.645,79.61,72.45,0.6
College 5,College5_027,2,0.675,78.57,56.49,0.6
College 5,College5_027,3,0.652,76.57,48.27,0.6
College 5,College5_027,4,0.567,70.38,37.98,0.6
College 5,College5_027,5,0.57,74.37,35.93,0.6
College 5,College5_027,6,0.585,75.65,37.5,0.6
College 5,College5_027,7,0.675,75.37,30.72,0.6
College 5,College5_027,8,0.629,70.52,26.38,0.6
College 5,College5_027,9,0.635,70.82,27.33,0.6
College 5,College5_027,10,0.654,78.96,22.39,0.6
College 5,College5_028,1,0.543,65.05,77.38,0.613
College 5,College5_028,2,0.52,71.29,60.63,0.613
College 5,College5_028,3,0.419,62,49.21,0.613
College 5,College5_028,4,0.432,53,45.35,0.613
College 5,College5_028,5,0.398,67.2,37.87,0.613
College 5,College5_028,6,0.427,67.34,31.33,0.613
College 5,College5_028,7,0.43,70.9,31.71,0.613
College 5,College5_028,8,0.484,59.57,26.4,0.613
College 5,College5_028,9,0.461,64.24,22.48,0.613
College 5,College5_028,10,0.482,68.35,26.72,0.613
College 5,College5_029,1,0.775,82.02,71.23,0.525
College 5,College5_029,2,0.749,85.05,52.92,0.525
College 5,College5_029,3,0.721,76.01,47.99,0.525
College 5,College5_029,4,0.677,70.39,40.21,0.525
College 5,College5_029,5,0.69,73.63,34.04,0.525
College 5,College5_029,6,0.709,74.89,27.61,0.525
College 5,College5_029,7,0.722,84.16,25.13,0.525
College 5,College5_029,8,0.752,82.05,25.54,0.525
College 5,College5_029,9,0.764,77.08,22.72,0.525
College 5,College5_029,10,0.772,83.22,23.32,0.525
College 5,College5_030,1,0.64,73.79,75.09,0.348
College 5,College5_030,2,0.64,73.06,58.56,0.348
College 5,College5_030,3,0.681,84.89,49.84,0.348
College 5,College5_030,4,0.568,65.24,42.32,0.348
College 5,College5_030,5,0.58,68.57,37.13,0.348
College 5,College5_030,6,0.616,68.29,34.14,0.348
College 5,College5_030,7,0.621,70.88,28.19,0.348
College 5,College5_030,8,0.699,74.21,30.65,0.348
College 5,College5_030,9,0.665,69.91,27.45,0.348
College 5,College5_030,10,0.607,72.66,26.93,0.348
College 5,College5_031,1,0.683,75.04,72.97,0.405
College 5,College5_031,2,0.618,72.53,56.95,0.405
College 5,College5_031,3,0.643,72.84,49.41,0.405
College 5,College5_031,4,0.568,68.94,42.58,0.405
College 5,College5_031,5,0.481,62.1,36.9,0.405
College 5,College5_031,6,0.567,71.95,35.5,0.405
College 5,College5_031,7,0.614,70.53,29.63,0.405
College 5,College5_031,8,0.647,71.72,24,0.405
College 5,College5_031,9,0.67,76.25,33.31,0.405
College 5,College5_031,10,0.627,73.1,23.7,0.405
College 5,College5_032,1,0.604,78.74,74.38,0.576
College 5,College5_032,2,0.554,68.09,61.13,0.576
College 5,College5_032,3,0.546,70.6,47.04,0.576
College 5,College5_032,4,0.577,65.64,39.79,0.576
College 5,College5_032,5,0.491,65.17,38.36,0.576
College 5,College5_032,6,0.539,71.38,32.87,0.576
College 5,College5_032,7,0.556,73.77,31.63,0.576
College 5,College5_032,8,0.575,73.88,29.45,0.576
College 5,College5_032,9,0.555,62.6,21.65,0.576
College 5,College5_032,10,0.584,70.21,22.41,0.576
College 5,College5_033,1,0.534,59.99,75.18,0.683
College 5,College5_033,2,0.65,76.36,61.41,0.683
College 5,College5_033,3,0.551,74.25,50.87,0.683
College 5,College5_033,4,0.527,73.87,41.47,0.683
College 5,College5_033,5,0.491,71.3,34.18,0.683
College 5,College5_033,6,0.491,72.75,30.82,0.683
College 5,College5_033,7,0.518,76.56,29.51,0.683
College 5,College5_033,8,0.479,72.79,27.38,0.683
College 5,College5_033,9,0.541,71.94,28.04,0.683
College 5,College5_033,10,0.554,71.24,24.1,0.683
College 5,College5_034,1,0.71,84.49,72.1,0.456
College 5,College5_034,2,0.701,74.96,56.73,0.456
College 5,College5_034,3,0.676,77.82,50.25,0.456
College 5,College5_034,4,0.645,76.4,39.42,0.456
College 5,College5_034,5,0.596,69.86,35.6,0.456
College 5,College5_034,6,0.642,73.74,33.86,0.456
College 5,College5_034,7,0.696,81.63,27.76,0.456
College 5,College5_034,8,0.666,73.23,27.98,0.456
College 5,College5_034,9,0.755,76.88,23.73,0.456
College 5,College5_034,10,0.665,69.89,25.09,0.456
College 5,College5_035,1,0.863,86.6,64.71,0.79
College 5,College5_035,2,0.884,86.66,50.77,0.79
College 5,College5_035,3,0.864,91.88,44.6,0.79
College 5,College5_035,4,0.796,79.95,36.13,0.79
College 5,College5_035,5,0.801,87.65,28.97,0.79
College 5,College5_035,6,0.833,84.28,27.51,0.79
College 5,College5_035,7,0.783,80.14,25.55,0.79
College 5,College5_035,8,0.857,85.56,20.01,0.79
College 5,College5_035,9,0.946,90.3,22.84,0.79
College 5,College5_035,10,0.854,84.33,23.94,0.79
College 5,College5_036,1,0.798,86.35,70.34,0.83
College 5,College5_036,2,0.803,77.77,53.85,0.83
College 5,College5_036,3,0.742,78.33,41.46,0.83
College 5,College5_036,4,0.752,77.29,35.52,0.83
College 5,College5_036,5,0.723,83.97,32.17,0.83
College 5,College5_036,6,0.754,81.99,27.95,0.83
College 5,College5_036,7,0.776,83.19,27.96,0.83
College 5,College5_036,8,0.809,80.29,21.47,0.83
College 5,College5_036,9,0.857,85.68,20.48,0.83
College 5,College5_036,10,0.755,79.21,23.1,0.83
College 5,College5_037,1,0.755,74.29,69.72,0.432
College 5,College5_037,2,0.723,80.99,54.71,0.432
College 5,College5_037,3,0.691,72.8,48.1,0.432
College 5,College5_037,4,0.696,68.15,39.65,0.432
College 5,College5_037,5,0.641,71.47,33.78,0.432
College 5,College5_037,6,0.601,72.96,29.49,0.432
College 5,College5_037,7,0.752,76.3,34.47,0.432
College 5,College5_037,8,0.724,75.68,26.43,0.432
College 5,College5_037,9,0.791,84.48,21.62,0.432
College 5,College5_037,10,0.756,78.78,27.39,0.432
College 5,College5_038,1,0.638,76.45,71.46,0.341
College 5,College5_038,2,0.579,69.11,61.75,0.341
College 5,College5_038,3,0.634,71.44,54.74,0.341
College 5,College5_038,4,0.589,63.78,41.37,0.341
College 5,College5_038,5,0.559,67.43,36.3,0.341
College 5,College5_038,6,0.556,64.43,32.31,0.341
College 5,College5_038,7,0.591,68.13,30.96,0.341
College 5,College5_038,8,0.654,68.44,26.33,0.341
College 5,College5_038,9,0.689,72.63,27.64,0.341
College 5,College5_038,10,0.575,67.67,27.27,0.341
College 5,College5_039,1,1,88.7,60.01,0.773
College 5,College5_039,2,1,93.4,50.34,0.773
College 5,College5_039,3,0.989,83.59,40.9,0.773
College 5,College5_039,4,0.94,91.95,33.47,0.773
College 5,College5_039,5,0.928,92.12,32.43,0.773
College 5,College5_039,6,0.951,93.5,26.32,0.773
College 5,College5_039,7,0.986,90.52,24.79,0.773
College 5,College5_039,8,0.997,93.81,23.37,0.773
College 5,College5_039,9,1,98.43,20.49,0.773
College 5,College5_039,10,1,98.39,21.84,0.773
College 5,College5_040,1,0.443,64.13,78.36,0.506
College 5,College5_040,2,0.46,65.65,64.42,0.506
College 5,College5_040,3,0.441,65.61,50.74,0.506
College 5,College5_040,4,0.431,67.25,42.08,0.506
College 5,College5_040,5,0.369,64.22,34.07,0.506
College 5,College5_040,6,0.455,63.66,36.36,0.506
College 5,College5_040,7,0.473,64.24,30.02,0.506
College 5,College5_040,8,0.506,70.38,28.9,0.506
College 5,College5_040,9,0.487,69.82,26.97,0.506
College 5,College5_040,10,0.508,66.34,23.68,0.506
College 5,College5_041,1,0.679,67.15,71.94,0.451
College 5,College5_041,2,0.678,83.12,61.58,0.451
College 5,College5_041,3,0.667,77.96,48.71,0.451
College 5,College5_041,4,0.623,69.22,39.63,0.451
College 5,College5_041,5,0.596,70.22,37.22,0.451
College 5,College5_041,6,0.601,69.02,31.41,0.451
College 5,College5_041,7,0.663,80.54,26.94,0.451
College 5,College5_041,8,0.677,69.29,25.54,0.451
College 5,College5_041,9,0.656,74.48,29.29,0.451
College 5,College5_041,10,0.639,72.82,25.5,0.451
College 5,College5_042,1,0.703,77.01,72.11,0.813
College 5,College5_042,2,0.675,78.12,58.5,0.813
College 5,College5_042,3,0.665,79.7,45.75,0.813
College 5,College5_042,4,0.609,81.83,39.39,0.813
College 5,College5_042,5,0.58,66.81,32.12,0.813
College 5,College5_042,6,0.601,73.16,30.25,0.813
College 5,College5_042,7,0.649,68.83,28.87,0.813
College 5,College5_042,8,0.634,76.8,24.15,0.813
College 5,College5_042,9,0.724,81.78,26.01,0.813
College 5,College5_042,10,0.597,81.36,23.74,0.813
College 5,College5_043,1,0.493,68.81,78.24,0.826
College 5,College5_043,2,0.55,76.33,62.12,0.826
College 5,College5_043,3,0.465,59.61,49.89,0.826
College 5,College5_043,4,0.469,65.29,41.04,0.826
College 5,College5_043,5,0.408,70.53,34.53,0.826
College 5,College5_043,6,0.382,64.46,32.23,0.826
College 5,College5_043,7,0.508,71.94,26.88,0.826
College 5,College5_043,8,0.521,66.31,24.45,0.826
College 5,College5_043,9,0.496,77.99,28.06,0.826
College 5,College5_043,10,0.494,75.25,26.15,0.826
College 5,College5_044,1,0.76,79.53,66.57,0.267
College 5,College5_044,2,0.824,82.71,57.83,0.267
College 5,College5_044,3,0.727,72.87,48.32,0.267
College 5,College5_044,4,0.713,66.54,40.95,0.267
College 5,College5_044,5,0.705,75.85,37.84,0.267
College 5,College5_044,6,0.688,73.94,34.93,0.267
College 5,College5_044,7,0.769,79.48,26.59,0.267
College 5,College5_044,8,0.767,76.27,26.35,0.267
College 5,College5_044,9,0.835,78.52,27.6,0.267
College 5,College5_044,10,0.761,84.95,23.85,0.267
College 5,College5_045,1,0.579,75.77,77.49,0.514
College 5,College5_045,2,0.551,63.62,61.64,0.514
College 5,College5_045,3,0.5,69.29,48.56,0.514
College 5,College5_045,4,0.528,71.21,43.71,0.514
College 5,College5_045,5,0.446,56.97,41.32,0.514
College 5,College5_045,6,0.478,69.86,32.16,0.514
College 5,College5_045,7,0.572,74.39,29.22,0.514
College 5,College5_045,8,0.525,67.5,26.73,0.514
College 5,College5_045,9,0.53,73.99,25.34,0.514
College 5,College5_045,10,0.556,74.7,19.73,0.514
College 5,College5_046,1,0.623,70.64,75.81,0.751
College 5,College5_046,2,0.658,74.42,61.3,0.751
College 5,College5_046,3,0.649,77.47,41.62,0.751
College 5,College5_046,4,0.54,81.42,40.43,0.751
College 5,College5_046,5,0.579,70.13,31.37,0.751
College 5,College5_046,6,0.539,79.94,31.5,0.751
College 5,College5_046,7,0.609,82.94,28.18,0.751
College 5,College5_046,8,0.622,75.1,27.4,0.751
College 5,College5_046,9,0.651,75.63,23.88,0.751
College 5,College5_046,10,0.645,73.76,20.26,0.751
College 5,College5_047,1,0.871,83.64,65.88,0.679
College 5,College5_047,2,0.907,92.73,52.26,0.679
College 5,College5_047,3,0.859,85,44.37,0.679
College 5,College5_047,4,0.742,78.66,36.64,0.679
College 5,College5_047,5,0.81,79.54,32.64,0.679
College 5,College5_047,6,0.785,83.2,29.15,0.679
College 5,College5_047,7,0.819,84.39,28.65,0.679
College 5,College5_047,8,0.868,87.4,26.12,0.679
College 5,College5_047,9,0.858,81.28,24.01,0.679
College 5,College5_047,10,0.847,78.51,25.85,0.679
College 5,College5_048,1,0.87,87.96,64.11,0.663
College 5,College5_048,2,0.863,82.22,54.42,0.663
College 5,College5_048,3,0.863,91.7,39.34,0.663
College 5,College5_048,4,0.834,88.15,33.49,0.663
College 5,College5_048,5,0.825,78.39,31.86,0.663
College 5,College5_048,6,0.755,76.29,29.21,0.663
College 5,College5_048,7,0.832,79.86,27.29,0.663
College 5,College5_048,8,0.891,89.44,24.09,0.663
College 5,College5_048,9,0.904,82.18,28.61,0.663
College 5,College5_048,10,0.859,83.96,22.29,0.663
College 5,College5_049,1,0.709,72.19,73.08,0.61
College 5,College5_049,2,0.644,75.81,58.16,0.61
College 5,College5_049,3,0.694,79.64,46.11,0.61
College 5,College5_049,4,0.606,75.97,39.56,0.61
College 5,College5_049,5,0.596,72.45,34.86,0.61
College 5,College5_049,6,0.579,67.51,28.34,0.61
College 5,College5_049,7,0.661,73.11,27.49,0.61
College 5,College5_049,8,0.684,81.49,27.29,0.61
College 5,College5_049,9,0.656,73.7,22.6,0.61
College 5,College5_049,10,0.618,74.48,26.51,0.61
College 5,College5_050,1,0.67,70.17,71.81,0.445
College 5,College5_050,2,0.716,77.97,58.55,0.445
College 5,College5_050,3,0.686,69.14,48.35,0.445
College 5,College5_050,4,0.699,76.74,40.28,0.445
College 5,College5_050,5,0.637,73.89,37.52,0.445
College 5,College5_050,6,0.64,79.96,31.97,0.445
College 5,College5_050,7,0.7,69.68,30.48,0.445
College 5,College5_050,8,0.725,74.65,23.51,0.445
College 5,College5_050,9,0.709,79.63,17.74,0.445
College 5,College5_050,10,0.727,78.49,25.08,0.445
College 6,College6_001,1,0.772,76.86,74.37,0.535
College 6,College6_001,2,0.804,79.67,54.12,0.535
College 6,College6_001,3,0.739,77.88,48.02,0.535
College 6,College6_001,4,0.705,70.95,36.73,0.535
College 6,College6_001,5,0.676,69.01,34.62,0.535
College 6,College6_001,6,0.683,73.67,32.62,0.535
College 6,College6_001,7,0.689,78.46,23.92,0.535
College 6,College6_001,8,0.794,78.48,25.78,0.535
College 6,College6_001,9,0.779,76.31,23.71,0.535
College 6,College6_001,10,0.754,76.01,22.47,0.535
College 6,College6_002,1,0.628,72.51,74,0.21
College 6,College6_002,2,0.598,64.73,59.6,0.21
College 6,College6_002,3,0.573,68.35,51.44,0.21
College 6,College6_002,4,0.564,67.38,44.43,0.21
College 6,College6_002,5,0.494,65.62,39.86,0.21
College 6,College6_002,6,0.518,65.9,35.61,0.21
College 6,College6_002,7,0.586,70,30.28,0.21
College 6,College6_002,8,0.67,71.01,30.9,0.21
College 6,College6_002,9,0.635,70.93,26.44,0.21
College 6,College6_002,10,0.603,64.35,26.04,0.21
College 6,College6_003,1,0.473,74.3,80.78,0.845
College 6,College6_003,2,0.476,68.21,61.56,0.845
College 6,College6_003,3,0.426,64.78,49.11,0.845
College 6,College6_003,4,0.365,69.27,40.7,0.845
College 6,College6_003,5,0.335,69.83,36.07,0.845
College 6,College6_003,6,0.376,73.24,30.04,0.845
College 6,College6_003,7,0.384,67.05,28.08,0.845
College 6,College6_003,8,0.481,73.54,30.71,0.845
College 6,College6_003,9,0.498,72.11,27.59,0.845
College 6,College6_003,10,0.428,73.3,22.99,0.845
College 6,College6_004,1,0.659,66.67,74.02,0.526
College 6,College6_004,2,0.626,66.6,59.85,0.526
College 6,College6_004,3,0.603,74.17,46.96,0.526
College 6,College6_004,4,0.599,62.29,40.82,0.526
College 6,College6_004,5,0.564,62.46,35.75,0.526
College 6,College6_004,6,0.525,73.59,27.53,0.526
College 6,College6_004,7,0.65,72.88,30.87,0.526
College 6,College6_004,8,0.619,81.9,27.51,0.526
College 6,College6_004,9,0.647,70.22,26.26,0.526
College 6,College6_004,10,0.675,74.36,23.65,0.526
College 6,College6_005,1,0.627,69.08,71.5,0.481
College 6,College6_005,2,0.653,73.42,57.9,0.481
College 6,College6_005,3,0.674,78.17,46.45,0.481
College 6,College6_005,4,0.575,68.43,41.83,0.481
College 6,College6_005,5,0.611,68.9,37.77,0.481
College 6,College6_005,6,0.61,65.04,32.08,0.481
College 6,College6_005,7,0.638,71.98,32.83,0.481
College 6,College6_005,8,0.619,75.77,30.88,0.481
College 6,College6_005,9,0.654,70.75,26.46,0.481
College 6,College6_005,10,0.655,74.35,26.17,0.481
College 6,College6_006,1,0.535,65.79,78.93,0.773
College 6,College6_006,2,0.554,73.09,60.4,0.773
College 6,College6_006,3,0.588,81.15,46.8,0.773
College 6,College6_006,4,0.504,72.79,40.2,0.773
College 6,College6_006,5,0.43,70.43,34.13,0.773
College 6,College6_006,6,0.491,65.61,29.45,0.773
College 6,College6_006,7,0.544,73.58,30.46,0.773
College 6,College6_006,8,0.578,73.62,28.14,0.773
College 6,College6_006,9,0.543,67.67,26.97,0.773
College 6,College6_006,10,0.6,78.2,26.05,0.773
College 6,College6_007,1,0.47,72.13,79.47,0.621
College 6,College6_007,2,0.533,68.67,64.53,0.621
College 6,College6_007,3,0.429,76.1,53.15,0.621
College 6,College6_007,4,0.413,63.43,43.09,0.621
College 6,College6_007,5,0.381,62.5,35.7,0.621
College 6,College6_007,6,0.366,59.86,33.44,0.621
College 6,College6_007,7,0.447,68.51,31.07,0.621
College 6,College6_007,8,0.514,68.17,28.37,0.621
College 6,College6_007,9,0.505,68.62,28.83,0.621
College 6,College6_007,10,0.496,67.72,23.28,0.621
College 6,College6_008,1,0.574,64.78,80.42,0.546
College 6,College6_008,2,0.554,70.25,64.12,0.546
College 6,College6_008,3,0.476,68.23,51.55,0.546
College 6,College6_008,4,0.463,60.8,46.76,0.546
College 6,College6_008,5,0.464,62.62,38.33,0.546
College 6,College6_008,6,0.485,69.26,32.38,0.546
College 6,College6_008,7,0.526,66.94,30.55,0.546
College 6,College6_008,8,0.622,73.06,30.43,0.546
College 6,College6_008,9,0.565,73.04,24.44,0.546
College 6,College6_008,10,0.552,78.43,22.78,0.546
College 6,College6_009,1,0.564,65.81,72.63,0.364
College 6,College6_009,2,0.538,66.12,59.25,0.364
College 6,College6_009,3,0.55,63.93,53.35,0.364
